incident_id,scam_type,attack_vector,ai_used,loss_amount_usd,victim_type,detection_method,was_detected,was_successful,location,behavioral_flag,time_of_attack
cbf81b95-85c9-48df-ba0e-4195cdcb2fd4,Impersonation Fraud,SMS,Yes,635067.24,Retail Customer,User Realization,No,Yes,Asia,High Transfer Volume,Evening
a3d067c9-2d4d-41c6-9e7b-ea1e7eda0e00,Deepfake Video Scam,App,No,704.52,Bank Employee,User Realization,No,Yes,US,Unusual Login,Night
6880af45-83f5-4c89-9918-e67112d99fdd,SMS Phishing,SMS,Yes,338680.37,Bank Employee,AI Detection,Yes,No,Asia,High Transfer Volume,Night
c4ecc638-8e30-4636-b428-98e3022675a0,Fake Bank App,Email,No,93.89,Business Owner,Bank Flag,Yes,Yes,South America,High Transfer Volume,Evening
51f88904-5b10-4a53-a11c-b600c9c9bf4a,Fake Bank App,Video,No,718.75,Bank Employee,Law Enforcement,No,Yes,Asia,Unusual Login,Morning
2459eb30-42b5-4a5c-8059-8ff1beed971b,Impersonation Fraud,App,Yes,33.36,Business Owner,Bank Flag,Yes,No,Australia,None,Morning
9cb4a083-2ded-4a35-8e6a-db964740e2b0,SMS Phishing,SMS,Yes,132425.32,Bank Employee,Law Enforcement,Yes,No,EU,Unusual Login,Evening
6e12e960-8aa8-4337-9398-b89f79e9b91b,Social Media Scam,Email,No,713.86,Retail Customer,Bank Flag,No,Yes,Australia,High Transfer Volume,Afternoon
9de69940-e9e7-47cd-9416-73f3755f57a1,Voice Phishing,Phone Call,No,17.94,Bank Employee,User Realization,Yes,No,EU,Unusual Login,Night
0b556728-3d28-456c-b9b1-71cdbbcea836,Phishing Email,In-person,Yes,834.93,Fintech User,Bank Flag,No,Yes,EU,High Transfer Volume,Morning
0abbb3d0-479e-4c86-af75-57a1a1d88ce8,Deepfake Video Scam,Website,No,8779.18,Bank Employee,Bank Flag,No,Yes,South America,Odd Hours Activity,Morning
9bd0b7f7-2e8a-42e4-bd07-07c61b25c4fd,SMS Phishing,App,Yes,966280.88,Bank Employee,AI Detection,Yes,No,Asia,Odd Hours Activity,Night
11c57dd9-7d01-40bd-8d75-179ec3bebc17,SMS Phishing,Website,Yes,1399.48,Fintech User,AI Detection,Yes,No,Africa,Unusual Login,Evening
d4b0cb85-6a06-496c-bc26-1a45f8066a8e,Social Media Scam,SMS,No,378356.2,Fintech User,Bank Flag,No,Yes,South America,Odd Hours Activity,Afternoon
eae4d8f9-8ec1-46b7-a00f-77533275251d,Deepfake Video Scam,Website,No,653.96,Bank Employee,User Realization,Yes,No,Asia,High Transfer Volume,Night
2825373e-c374-48f5-989b-a292df2fe70d,Social Media Scam,In-person,No,70806.45,Fintech User,Manual Report,Yes,No,Australia,Odd Hours Activity,Morning
3677e1be-26ea-493b-aeea-3bbddfb0e637,Deepfake Video Scam,App,Yes,232.62,Retail Customer,Manual Report,No,Yes,Australia,Unusual Login,Night
d2722d7b-f77e-470e-909b-df9ec6a77ef9,Impersonation Fraud,Video,No,45968.76,Business Owner,AI Detection,Yes,No,EU,High Transfer Volume,Night
7c06f64a-a6f0-40ba-aaea-a24221d80795,Phishing Email,Video,Yes,22000.52,Fintech User,Law Enforcement,No,Yes,Africa,None,Night
2276fa2e-e86d-4962-b7c8-e4dca477c84f,Voice Phishing,In-person,No,7765.99,Bank Employee,Law Enforcement,No,Yes,South America,High Transfer Volume,Evening
0fce1c1e-2e80-46d8-a5ed-83ee4a708f03,Fake Investment Scam,SMS,No,344.54,Bank Employee,Law Enforcement,Yes,Yes,EU,High Transfer Volume,Night
abbd0712-34ad-4ca9-8ea0-ffa56ef218ae,Voice Phishing,Video,Yes,46683.94,Fintech User,User Realization,Yes,Yes,Africa,None,Morning
45eb11b6-d045-4963-a348-5f030d7a5744,Impersonation Fraud,In-person,Yes,3687.51,Fintech User,User Realization,Yes,No,EU,Odd Hours Activity,Night
fa5f23c6-9a0a-4c84-9633-c080116aabb9,Fake Investment Scam,Email,No,7019.86,Fintech User,Manual Report,No,Yes,EU,Unusual Login,Night
9557f5ea-abd4-494a-8ab1-5a4ba8e82cc7,Phishing Email,SMS,No,880.17,Business Owner,AI Detection,No,Yes,Africa,Odd Hours Activity,Afternoon
e75ea539-59ce-43cb-8624-d041eb748a25,Fake Investment Scam,Social Media,No,35043.1,Fintech User,Bank Flag,Yes,No,US,Unusual Login,Evening
ba6ff776-dbf5-430c-ab34-e53e2b845235,Deepfake Video Scam,SMS,Yes,94.96,Business Owner,AI Detection,Yes,Yes,EU,None,Morning
c1fc07be-ee88-4938-84c9-92c862cb9fa1,Deepfake Video Scam,In-person,No,2510.1,Retail Customer,Manual Report,No,Yes,US,Unusual Login,Evening
cfac32e0-31ec-4f58-bf20-2db3ff2c77da,Impersonation Fraud,Website,Yes,59.21,Business Owner,AI Detection,No,Yes,South America,Unusual Login,Morning
684d089d-7915-4262-843a-c6f148c78c42,Social Media Scam,Website,No,50.6,Bank Employee,AI Detection,No,Yes,Africa,Unusual Login,Night
569a9a05-1666-4d72-a721-e2ad2685b14f,Social Media Scam,In-person,Yes,25852.33,Bank Employee,Law Enforcement,No,Yes,Africa,None,Evening
a8bf0b20-c738-46eb-adb0-2db48fbd6b48,Social Media Scam,Video,Yes,8934.68,Business Owner,User Realization,No,Yes,Asia,Unusual Login,Night
7391a506-3d4f-463b-8b11-68f6c05f5fc2,Social Media Scam,Phone Call,No,419.34,Bank Employee,Bank Flag,No,Yes,Australia,Odd Hours Activity,Morning
f8cf32e3-5751-457e-9d0b-1f408853f435,Deepfake Video Scam,SMS,Yes,53972.01,Business Owner,User Realization,No,Yes,Africa,Unusual Login,Morning
dff9a12d-9450-4d00-a207-aaff4407966d,Fake Bank App,Video,No,375.59,Bank Employee,User Realization,No,Yes,Africa,Odd Hours Activity,Evening
8b46d868-0395-4f60-9948-7c6068b0be50,Fake Investment Scam,App,No,3074.84,Business Owner,Bank Flag,Yes,Yes,EU,High Transfer Volume,Night
c112368b-ac8f-4a10-bd5a-16edfc3c5a07,Fake Bank App,App,Yes,366.62,Bank Employee,Manual Report,No,Yes,US,High Transfer Volume,Evening
3cbf8a8e-d564-4b6d-98d0-b63cd2f92443,Phishing Email,Email,No,674.08,Fintech User,AI Detection,Yes,No,Africa,None,Night
c05eea22-2efc-449a-8594-8030071fb8ee,Social Media Scam,Phone Call,Yes,9469.57,Fintech User,AI Detection,Yes,No,Africa,Unusual Login,Morning
e3f4fb0b-d4ab-40c4-b4b1-0b12371a174a,Voice Phishing,Phone Call,No,99.39,Retail Customer,Law Enforcement,No,Yes,Australia,High Transfer Volume,Night
f3d029de-837c-42c5-9bde-48e8b2110633,Fake Investment Scam,In-person,No,991028.13,Bank Employee,Law Enforcement,Yes,Yes,EU,High Transfer Volume,Evening
856b91d0-f387-4319-821e-00354a46c962,SMS Phishing,Phone Call,Yes,596.79,Business Owner,AI Detection,No,Yes,Africa,None,Evening
409a2d56-dc61-42da-8aaf-46898b18bd66,Phishing Email,Video,No,7326.89,Fintech User,AI Detection,Yes,No,South America,High Transfer Volume,Night
907ff206-eb91-4415-9791-0cedffe28bf8,SMS Phishing,Video,Yes,8439.68,Retail Customer,AI Detection,Yes,No,Australia,Odd Hours Activity,Night
b34d0a86-a49e-48aa-a743-e85bac2fecfd,SMS Phishing,In-person,No,94840.86,Fintech User,User Realization,Yes,Yes,Africa,Odd Hours Activity,Evening
9a4e720d-c1c2-4b6e-893b-0876224f2f25,Phishing Email,SMS,Yes,628410.64,Retail Customer,Bank Flag,Yes,Yes,Africa,None,Evening
a300c792-8075-48c0-a3f6-f38663471242,Voice Phishing,Website,No,47.0,Fintech User,Bank Flag,No,Yes,South America,Unusual Login,Afternoon
1994346e-06db-48de-b014-7b3a6e4928d6,Social Media Scam,Website,No,6963.25,Fintech User,Law Enforcement,Yes,No,US,Odd Hours Activity,Evening
f4fca933-5ad6-4958-9210-d4f32c6440f5,Social Media Scam,SMS,No,842434.48,Retail Customer,Law Enforcement,No,Yes,Africa,Unusual Login,Afternoon
aa301b61-7b65-43d6-80ed-7f7df1a20902,Social Media Scam,In-person,No,20.36,Business Owner,Bank Flag,No,Yes,South America,None,Morning
a6c072e1-9b3e-41a8-b8d6-541a75f5c310,Phishing Email,Video,Yes,5957.55,Fintech User,AI Detection,Yes,Yes,Africa,Unusual Login,Afternoon
636b4edf-3d86-4970-ad7c-41b931655a86,Fake Investment Scam,App,No,85125.16,Fintech User,Manual Report,No,Yes,Australia,High Transfer Volume,Night
9e48e374-0aea-455c-809b-5c29efc55e36,Deepfake Video Scam,Phone Call,Yes,7954.08,Fintech User,Bank Flag,No,Yes,US,Odd Hours Activity,Evening
80e900a4-6430-4a47-b45d-de316d5e1486,Fake Investment Scam,Phone Call,No,535907.25,Bank Employee,Law Enforcement,No,Yes,Africa,Odd Hours Activity,Afternoon
c93e280f-03ea-471e-94e3-ccd292e45798,Deepfake Video Scam,Website,Yes,13928.26,Fintech User,User Realization,No,Yes,South America,High Transfer Volume,Night
c2ffd99f-2722-402a-a0c9-daa59c19f57d,Phishing Email,Phone Call,No,87.42,Fintech User,AI Detection,No,Yes,US,High Transfer Volume,Night
0a476d03-464c-4938-9709-6011f194e76e,Voice Phishing,SMS,No,4047.05,Fintech User,AI Detection,No,Yes,South America,None,Evening
50789938-ef05-45a2-87bb-6e6ba057ff3d,Fake Investment Scam,Email,Yes,668.04,Bank Employee,Manual Report,Yes,No,US,Unusual Login,Night
c73e9c49-4957-48ee-878a-7a27949fd4e4,Voice Phishing,App,Yes,32.44,Retail Customer,Bank Flag,No,Yes,Asia,None,Afternoon
2805c052-a229-4174-9022-a7dcc7d21ff0,Deepfake Video Scam,Website,Yes,257.56,Fintech User,Law Enforcement,Yes,No,Australia,High Transfer Volume,Afternoon
359bc66e-1c0d-4b11-ba32-1cd7296f4c00,Fake Investment Scam,App,No,7001.57,Fintech User,Bank Flag,Yes,Yes,Africa,Odd Hours Activity,Evening
2afd6b33-ccbf-46a3-b408-09a36e27e75c,Impersonation Fraud,App,No,2792.95,Fintech User,User Realization,Yes,Yes,Africa,Odd Hours Activity,Evening
ffc5ab05-542b-42e6-a1b7-7a03da9a77ea,Fake Bank App,Email,No,1072.88,Retail Customer,Law Enforcement,No,Yes,Asia,High Transfer Volume,Evening
f82218b1-da0b-4559-ab73-71ca6d9baadc,Deepfake Video Scam,Video,No,665.42,Retail Customer,Bank Flag,No,Yes,US,Odd Hours Activity,Afternoon
df38513f-3ca3-4306-909d-813b6a83e08b,SMS Phishing,App,No,25807.61,Business Owner,Law Enforcement,No,Yes,Australia,Odd Hours Activity,Afternoon
22853d36-df47-4e4c-9eac-a3bf8dbde36c,Fake Bank App,In-person,No,8238.09,Fintech User,AI Detection,Yes,Yes,South America,None,Evening
f01453f1-abcf-4b8c-b4cb-eac623805153,SMS Phishing,Website,Yes,5829.15,Fintech User,Bank Flag,No,Yes,Australia,None,Evening
a41ba542-4686-41e3-828f-8406fc9d633e,SMS Phishing,Video,No,61.95,Bank Employee,Law Enforcement,Yes,Yes,South America,None,Evening
a5db6720-f24d-4529-91ca-9f5e4f376a9f,Impersonation Fraud,SMS,Yes,94.63,Bank Employee,User Realization,Yes,Yes,EU,High Transfer Volume,Night
34aa696f-f400-4d3e-adce-1c6f77824a99,Fake Investment Scam,Social Media,No,768042.11,Business Owner,User Realization,Yes,No,Australia,None,Evening
ff984d2b-4fb7-4fc1-b3f0-f06b2d581e90,Phishing Email,Social Media,Yes,50022.63,Business Owner,Bank Flag,Yes,No,Australia,Odd Hours Activity,Morning
d1c34a9c-59fa-400d-8c97-cdd74fffb366,Impersonation Fraud,App,Yes,94.9,Fintech User,AI Detection,Yes,Yes,US,Odd Hours Activity,Afternoon
20489f4a-c466-4d13-a9dd-9eb1f783661c,Voice Phishing,Video,Yes,286441.63,Business Owner,Manual Report,No,Yes,EU,Unusual Login,Evening
2da03713-5795-40da-81ff-713f345ca54b,Voice Phishing,Phone Call,No,198.93,Retail Customer,Manual Report,Yes,No,EU,Odd Hours Activity,Morning
562c6bfe-d2a7-476d-bbce-751030360c4c,Voice Phishing,App,Yes,767.55,Retail Customer,AI Detection,No,Yes,Africa,Odd Hours Activity,Morning
07d6c5f5-affb-464f-b362-dbeee061739d,Fake Investment Scam,Video,Yes,371467.3,Retail Customer,AI Detection,No,Yes,Africa,None,Morning
4bbe6f88-2aac-48e2-baeb-cadea59275c9,Fake Investment Scam,In-person,Yes,32.21,Business Owner,AI Detection,Yes,No,Australia,Odd Hours Activity,Night
d40c3325-8ef5-4856-ba31-aa40491372ba,Fake Bank App,In-person,No,79.31,Retail Customer,Law Enforcement,Yes,No,Africa,High Transfer Volume,Night
42f440bc-ada2-4150-beba-da169d3adebf,Social Media Scam,In-person,No,75665.13,Bank Employee,User Realization,No,Yes,South America,Odd Hours Activity,Evening
a81df911-1721-4ec5-b731-d4168217959c,Voice Phishing,In-person,Yes,83.18,Retail Customer,User Realization,Yes,No,EU,Unusual Login,Evening
ac3498b6-7ce7-4dc2-a74f-90fac9765f31,SMS Phishing,Website,No,88128.29,Retail Customer,Bank Flag,No,Yes,Asia,Unusual Login,Afternoon
bc73d489-0b2c-4140-8bea-38d651af2650,Voice Phishing,In-person,Yes,35.01,Bank Employee,AI Detection,No,Yes,Australia,High Transfer Volume,Night
930a0ca2-1b2d-48aa-b00f-6c4cc8e54540,Phishing Email,App,Yes,345.94,Bank Employee,Bank Flag,No,Yes,US,High Transfer Volume,Afternoon
51954703-44b9-4d26-933d-edbb425456e3,Impersonation Fraud,SMS,Yes,9.18,Business Owner,User Realization,No,Yes,Africa,Odd Hours Activity,Afternoon
5011c332-4b5d-4602-9454-dd1d8311ed0e,Social Media Scam,App,No,636601.39,Retail Customer,Manual Report,Yes,Yes,South America,Unusual Login,Evening
a7decff7-6951-4d7d-bd3f-1525d9747944,Fake Investment Scam,Website,No,497839.77,Bank Employee,Manual Report,Yes,No,Africa,Unusual Login,Evening
679eacca-e08d-4381-b899-f3109850cf9a,Fake Investment Scam,App,Yes,455.74,Retail Customer,AI Detection,Yes,No,EU,High Transfer Volume,Evening
90370da5-1d08-42f3-86cc-2710dcb9f3d8,Fake Bank App,Social Media,Yes,49.74,Fintech User,Manual Report,Yes,No,Australia,High Transfer Volume,Evening
5e8b891b-f736-42dc-a72f-3aaf6d63bc8d,SMS Phishing,Website,Yes,11686.74,Retail Customer,Bank Flag,No,Yes,Australia,None,Night
d978edc5-00f4-41e0-ba37-0bf933103e2d,Fake Bank App,SMS,No,96.62,Business Owner,Law Enforcement,No,Yes,South America,Odd Hours Activity,Morning
81c64110-7e35-49eb-a00b-731052d7f7a4,Impersonation Fraud,SMS,Yes,62998.42,Retail Customer,User Realization,No,Yes,South America,Odd Hours Activity,Afternoon
bbdd897c-2738-4c45-91fd-2c54ade83bc7,Social Media Scam,Phone Call,Yes,669902.2,Business Owner,Bank Flag,No,Yes,South America,High Transfer Volume,Afternoon
3ef49972-c76e-4da8-8d89-ac1590c4547b,SMS Phishing,Phone Call,No,256.15,Business Owner,AI Detection,Yes,No,Africa,None,Evening
df4a7910-9961-48ef-bdcd-68b9e980460c,Social Media Scam,Phone Call,No,46.89,Bank Employee,Bank Flag,Yes,No,Australia,Unusual Login,Evening
47566add-ecef-4323-b808-6f189ae96fd1,Fake Investment Scam,In-person,Yes,36.87,Bank Employee,AI Detection,Yes,No,Africa,Unusual Login,Night
b063ec38-4dd9-486a-a500-8a927f796f72,Deepfake Video Scam,Social Media,No,235774.97,Retail Customer,User Realization,Yes,No,South America,Unusual Login,Afternoon
769b7adf-8ec3-40df-9f67-92b3455b2238,Phishing Email,Video,No,57166.17,Business Owner,Bank Flag,No,Yes,Asia,None,Night
bcc41f01-be86-4f5e-97dc-6e36a39a3dba,Social Media Scam,Email,No,32.97,Fintech User,Bank Flag,No,Yes,South America,High Transfer Volume,Evening
52acac32-9a25-4ad9-8eb5-d4e61c48065b,SMS Phishing,Phone Call,No,9709.27,Fintech User,Manual Report,Yes,No,Australia,None,Evening
c82cb57c-7245-4d95-b890-e7b3b01df443,Voice Phishing,SMS,No,425645.29,Bank Employee,Bank Flag,Yes,Yes,Asia,None,Afternoon
ddf5a343-01ca-4bbe-a3dc-0f125e9f653c,Deepfake Video Scam,Phone Call,Yes,29.58,Retail Customer,Law Enforcement,Yes,No,Australia,High Transfer Volume,Night
136bb156-67a9-4e1c-87ee-58b0be440328,Voice Phishing,Phone Call,Yes,828139.35,Business Owner,User Realization,Yes,No,Asia,High Transfer Volume,Night
bd6fd3ad-2771-401e-90f7-e5f867cce3e4,Fake Bank App,In-person,Yes,315251.65,Fintech User,Manual Report,No,Yes,South America,None,Night
0485103d-6756-436c-8dfa-76795fe32baa,Fake Bank App,Website,No,835.2,Business Owner,Bank Flag,Yes,No,Asia,Unusual Login,Morning
aa958c3d-5ee5-43e4-855b-405cf4db6410,Fake Bank App,SMS,Yes,5043.87,Business Owner,User Realization,Yes,Yes,Africa,Odd Hours Activity,Morning
d4219752-5398-438e-88b4-8025de474408,Impersonation Fraud,Email,No,436565.34,Fintech User,AI Detection,No,Yes,EU,Unusual Login,Evening
01272963-4f51-47fc-b68e-e6482aef1a2c,SMS Phishing,Social Media,Yes,134.47,Fintech User,Manual Report,No,Yes,Africa,Unusual Login,Morning
54bb7663-32a2-4533-8021-1f8e83102a86,Phishing Email,App,Yes,593.92,Fintech User,AI Detection,No,Yes,EU,Odd Hours Activity,Morning
00e70e47-4643-4d7e-a699-de3fe8d37ab6,Phishing Email,Video,No,511402.25,Retail Customer,User Realization,Yes,Yes,South America,High Transfer Volume,Evening
a8b5fc97-21b0-41ff-af56-a4b0d1cd4356,Impersonation Fraud,Email,No,613.6,Business Owner,AI Detection,No,Yes,US,Unusual Login,Night
e3afed2b-dd61-4c25-b18f-7187d21a7746,Fake Investment Scam,Email,No,3282.85,Retail Customer,Bank Flag,Yes,No,EU,Unusual Login,Evening
f474949e-5736-48bb-9502-27e7bb6f657e,Voice Phishing,Email,No,404692.53,Business Owner,User Realization,No,Yes,South America,High Transfer Volume,Afternoon
762bf38f-43b4-48ad-afab-65724d379f5c,SMS Phishing,In-person,Yes,2814.32,Business Owner,AI Detection,No,Yes,Asia,None,Night
c4b3e9f4-f013-42b9-8405-900a5b3d74e0,Fake Bank App,Email,Yes,4212.77,Retail Customer,Bank Flag,No,Yes,US,Odd Hours Activity,Night
e0b7ce1e-e93e-4b26-8175-4cb60cc4c371,Impersonation Fraud,In-person,No,9763.51,Fintech User,User Realization,No,Yes,Australia,Odd Hours Activity,Morning
4e497cfb-8bb4-4a97-87c4-3e3dfa7c7e50,Impersonation Fraud,SMS,No,995588.35,Business Owner,Law Enforcement,No,Yes,Asia,Unusual Login,Morning
6326baad-a672-4527-81b2-8d88d576aeb6,Social Media Scam,App,No,64235.95,Fintech User,Manual Report,No,Yes,Asia,None,Morning
daf70c06-d6ad-48af-98ad-031ca71c70cc,Social Media Scam,Website,No,7.5,Fintech User,Bank Flag,Yes,Yes,EU,None,Morning
47fb009c-4940-4865-ba2d-ceaf252e1f73,Voice Phishing,SMS,Yes,4259.36,Retail Customer,Law Enforcement,Yes,No,Asia,Odd Hours Activity,Night
577306ed-19c8-4fdc-9300-f6b052b32adc,SMS Phishing,Phone Call,No,38294.69,Bank Employee,Manual Report,Yes,Yes,South America,High Transfer Volume,Night
3051eb63-6d6b-4a5b-80b9-d94773a6998e,Impersonation Fraud,SMS,No,7336.34,Business Owner,Law Enforcement,No,Yes,South America,None,Afternoon
bcc3f760-8102-4733-af56-6d66892f005f,SMS Phishing,Phone Call,Yes,25539.07,Fintech User,AI Detection,No,Yes,South America,Odd Hours Activity,Morning
074b1564-0a59-4d38-9ce4-8acdf91982f3,Fake Bank App,App,Yes,814.33,Business Owner,AI Detection,Yes,Yes,EU,None,Morning
bbabae51-985a-4e9e-9896-6cc5e106f9ba,Social Media Scam,Social Media,No,216794.11,Retail Customer,AI Detection,No,Yes,Africa,None,Night
9a763738-32bb-4155-8ece-57981a397917,Impersonation Fraud,SMS,Yes,6781.05,Fintech User,User Realization,No,Yes,EU,High Transfer Volume,Afternoon
71032b5d-5d75-46fb-83e8-88727d99f342,Impersonation Fraud,Email,Yes,237713.92,Business Owner,Manual Report,No,Yes,South America,High Transfer Volume,Evening
345bfb73-d999-48ea-8fd8-c45fc1f37c99,Fake Bank App,SMS,No,671.55,Bank Employee,Manual Report,No,Yes,Australia,Unusual Login,Afternoon
f1a24d29-1656-45e3-b63b-1b7ace48fb6f,Voice Phishing,Phone Call,No,137074.87,Retail Customer,AI Detection,Yes,No,South America,High Transfer Volume,Night
26bfc58d-0e9b-4143-951a-fb9cca1f6dd8,Phishing Email,In-person,No,5346.5,Fintech User,Bank Flag,No,Yes,US,Unusual Login,Afternoon
63feaa87-9599-46c4-bc3a-95ca1788630e,Fake Investment Scam,Website,No,28362.07,Business Owner,Bank Flag,No,Yes,South America,Odd Hours Activity,Night
4be4a24a-bda8-49bf-a2ee-97d4b22e0662,Voice Phishing,Social Media,Yes,3175.64,Retail Customer,Bank Flag,No,Yes,EU,High Transfer Volume,Morning
8c86782f-5498-437d-9581-91d7a3608e48,Phishing Email,App,No,476321.27,Business Owner,Bank Flag,No,Yes,EU,High Transfer Volume,Night
b5145b30-8592-414f-905e-6a1e3983eb19,Fake Investment Scam,In-person,No,12085.87,Fintech User,Law Enforcement,No,Yes,EU,High Transfer Volume,Evening
9057477d-e6a3-4702-89ce-17a97daa9cb5,Phishing Email,Email,No,63776.69,Fintech User,Bank Flag,Yes,Yes,Africa,High Transfer Volume,Evening
72ccf565-1158-45e0-a76b-a8434a4c9644,Social Media Scam,Website,No,40.06,Business Owner,Bank Flag,No,Yes,US,None,Night
ed89beab-7f1d-46fc-bedf-dca747cd2c6b,Fake Bank App,SMS,Yes,39.39,Bank Employee,Law Enforcement,No,Yes,EU,High Transfer Volume,Night
8d7566bd-d9ab-454c-b813-1100f86501ef,Phishing Email,Email,Yes,742.23,Fintech User,Law Enforcement,No,Yes,EU,High Transfer Volume,Evening
91c244b7-4a71-4cda-b346-f2a754b6ab20,Social Media Scam,Phone Call,No,765387.42,Bank Employee,Law Enforcement,No,Yes,Australia,None,Evening
960cadec-5391-47f8-8956-78e51b9c7fbf,Fake Investment Scam,Email,No,7064.26,Fintech User,Law Enforcement,No,Yes,South America,Unusual Login,Night
a6baa964-e553-4e25-a2e3-749bae63400f,Fake Bank App,Video,Yes,532403.91,Fintech User,Manual Report,Yes,Yes,Australia,Unusual Login,Afternoon
2774c201-bfe7-46c8-aaa2-a9241cb0bd58,Phishing Email,In-person,No,23628.81,Business Owner,User Realization,No,Yes,South America,Unusual Login,Afternoon
c7a77a0b-b671-4f7f-80db-d6848fe5c42b,Deepfake Video Scam,Social Media,No,439142.3,Business Owner,User Realization,No,Yes,Australia,Odd Hours Activity,Evening
32b9b1dc-a6e6-4d33-8c95-907edd17b5e9,Fake Investment Scam,Video,Yes,6022.78,Business Owner,Bank Flag,No,Yes,South America,High Transfer Volume,Night
3ed37d37-8dc7-43b9-8c16-67070372d04a,Social Media Scam,In-person,No,940330.34,Bank Employee,Bank Flag,Yes,No,Africa,Odd Hours Activity,Afternoon
1f0fe815-353e-4ae5-b4cc-33c3166d5779,Fake Bank App,Email,No,34.64,Fintech User,Bank Flag,No,Yes,EU,High Transfer Volume,Evening
b5b46a80-e3c6-4f37-8b41-912e4f395e26,Fake Bank App,Phone Call,Yes,766801.88,Business Owner,Manual Report,Yes,Yes,South America,High Transfer Volume,Morning
ee79439b-b589-4193-962e-da762f616a05,SMS Phishing,Website,No,19049.04,Business Owner,AI Detection,Yes,No,South America,None,Night
c43b40e6-3ecf-47ed-8141-b7fff6e48cd3,Deepfake Video Scam,App,No,6813.08,Retail Customer,Law Enforcement,Yes,Yes,EU,None,Afternoon
524e102e-723b-4dfb-85a0-d9b21b18e927,Phishing Email,Website,No,942.95,Bank Employee,AI Detection,Yes,No,Australia,Unusual Login,Evening
beda2c0e-a08c-488e-9e75-ac56b64acbd3,Fake Bank App,In-person,No,865.95,Fintech User,Bank Flag,Yes,Yes,Asia,High Transfer Volume,Night
